Research name,Publication Title,Author List,Conf/Journal Details,Year,ISBN,ISSN,Item Type,Event Type,Refereed,Date of Award,Supervisor(s),Uncontrolled Keywords,Subject,DCU Faculties and Centres,Use License,ID Code,Deposited On,Published in,Publisher,Official URL,Copyright Information,Funders,Additional Information,Tweets,Mendeley Readers
Annalina Caputo,Temporal word embeddings for dynamic user profiling in Twitter.,"Kerin, Breandán, Caputo, Annalina, Lawless, Séamus","27th AIAI Irish Conference on Artificial Intelligence and Cognitive Science, 5-6 Dec 2019, Galway, Ireland.",2019,,,Conference or Workshop Item (Poster),Conference,Yes,,,Natural Language Processing; User Modelling; Word Embeddings; Random Indexing,Computer Science > Information retrieval. Computer Science > Machine learning. ,DCU Faculties and Schools > Faculty of Engineering and Computing > School of Computing. Research Initiatives and Centres > ADAPT. ,This item is licensed under a Creative Commons Attribution-NonCommercial-Share Alike 3.0 License. View License,24106,08 Jan 2020 12:32 by  Annalina Caputo. Last Modified 04 Feb 2020 14:42,Proceedings for the 27th AIAI Irish Conference on Artificial Intelligence and Cognitive Science..  CEUR-WS.,CEUR-WS,http://aics2019.datascienceinstitute.ie/papers/aics_43.pdf,© 2019 The Authors,"Science Foundation Ireland under Grant Agreement No. 13/RC/2106, European Union’s Horizon 2020 (EU2020) research and innovation programme under the Marie Skodowska-Curie grant agreement No.: EU2020 713567, The ADAPT SFI Centre for Digital Media Technology is funded by Science Foundation Ireland through the SFI Research Centres Programme and is co-funded under the European Regional Development Fund (ERDF) through Grant # 13/RC/2106",,,
