Research name,Publication Title,Author List,Conf/Journal Details,Year,Full name,Authors and Orcid,Authors without a orcid,ISBN,ISSN,Item Type,Event Type,Refereed,Date of Award,Supervisor(s),Uncontrolled Keywords,Subject,DCU Faculties and Centres,Use License,ID Code,Deposited On,Published in,Publisher,Official URL,Copyright Information,Funders,Additional Information,Tweets,Mendeley Readers
Rob Brennan,A risk governance framework for healthcare decision support systems based on socio-technical analysis.,"Basereh, Maryam, Brennan, Rob, Corrigan, Siobhan, Abgaz, Yalemisew","CPAIE2020, Critical Perspectives on Artificial Intelligence Ethics 2020, 22-23 Oct 2020, Edinburgh, Scotland.",2020,"Maryam Basereh, Rob Brennan, Siobhan Corrigan, Yalemisew Abgaz","Brennan, Rob, ORCID: 0000-0001-8236-362X, Corrigan, Siobhan, ORCID: 0000-0003-2046-8252, Abgaz, Yalemisew, ORCID: 0000-0002-3887-5342","Basereh, Maryam",,,Conference or Workshop Item (Poster),Conference,No,,,,Computer Science > Artificial intelligence,DCU Faculties and Schools > Faculty of Engineering and Computing > School of Computing. Research Initiatives and Centres > ADAPT. ,This item is licensed under a Creative Commons Attribution-NonCommercial-Share Alike 3.0 License. View License,24651,18 Jun 2020 16:45 by  Vidatum Academic. Last Modified 18 Jun 2020 16:45,,,,© 2020 The Authors,"Science Foundation Ireland through ADAPT grant number 13/RC/2106, Science Foundation Ireland through D-REAL Centre for Research Training [grant 18/CRT6225], European Regional Development Fund",,,
Rob Brennan,Design challenges for GDPR RegTech.,"Ryan, Paul, Crane, Martin, Brennan, Rob","ICEIS 2020, 22nd International Conference on Enterprise Information Systems, 5-7- May 2020, Czech Republic. (Online)",2020,"Paul Ryan, Martin Crane, Rob Brennan","Ryan, Paul, ORCID: 0000-0003-0770-2737, Crane, Martin, ORCID: 0000-0001-7598-3126, Brennan, Rob, ORCID: 0000-0001-8236-362X",,978-989-758-423-7,,Conference or Workshop Item (Paper),Conference,Yes,,,GDPR; Compliance; Accountability; Data Protection Officer; RegTech,UNSPECIFIED,DCU Faculties and Schools > Faculty of Engineering and Computing > School of Computing. Research Initiatives and Centres > ADAPT. ,,24547,05 Jun 2020 12:37 by  Vidatum Academic. Last Modified 05 Jun 2020 12:37,Proceedings of the 22nd International Conference on Enterprise Information Systems (ICEIS).2.  Scitepress. ISBN 978-989-758-423-7,Scitepress,https://doi.org/10.5220/0009464507870795,2020 The Authors. CC BY-NC-ND 4.0,"Science Foundation Ireland (SFI) Research Centres Programme (Grant 13/RC/2106, European Regional Development Fund",,,
Rob Brennan,Towards an automatic data value analysis method for relational databases.,"Bendechache, Malika, Limaye, Nihar, Brennan, Rob","22nd International Conference on Enterprise Information Systems (ICEIS), 5-May-7Jun 2020, Czech Republic, online",2020,"Malika Bendechache, Nihar Limaye, Rob Brennan","Bendechache, Malika, ORCID: 0000-0003-0069-1860, Brennan, Rob, ORCID: 0000-0001-8236-362X","Limaye, Nihar",978-989-758-423-7,,Conference or Workshop Item (Paper),Conference,Yes,,,"Data Value, RDB, Information Systems, CMM, Metrics",UNSPECIFIED,DCU Faculties and Schools > Faculty of Engineering and Computing > School of Computing. Research Initiatives and Centres > ADAPT. ,,24621,13 Aug 2020 13:30 by  Vidatum Academic. Last Modified 13 Aug 2020 13:30,Proceedings of the 22nd International Conference on Enterprise Information Systems.2.  ISBN 978-989-758-423-7,,http://dx.doi.org/10.5220/0009575508330840,2020 The Authors. CC BY-NC-ND 4.0,Science Foundation Ireland,,,
Rob Brennan,Towards an automatic data value analysis method for relational databases.,"Bendechache, Malika, Sudhanshu Limaye, Nihar, Brennan, Rob","22nd International Conference on Enterprise Information Systems (ICEIS), 5-7 May, 2020, Prague, Czech Republic. (In Press)",2020,"Malika Bendechache, Nihar Sudhanshu Limaye, Rob Brennan","Bendechache, Malika, ORCID: 0000-0003-0069-1860, Brennan, Rob, ORCID: 0000-0001-8236-362X","Sudhanshu Limaye, Nihar",,,Conference or Workshop Item (Paper),Conference,Yes,,,"Data Valu; RDB; Information Systems; CMM, Metric; Survey",Computer Science > Information technology,DCU Faculties and Schools > Faculty of Engineering and Computing > School of Computing. Research Initiatives and Centres > ADAPT. ,This item is licensed under a Creative Commons Attribution-NonCommercial-Share Alike 3.0 License. View License,24280,16 Mar 2020 16:32 by  Dr Malika Bendechache. Last Modified 16 Mar 2020 16:46,,,,The Authors,ADAPT Centre is funded under the SFI Research Centres Programme (Grant 13/RC/2106) and is co-funded under the European Regional Development Fund,,,
Rob Brennan,A framework for generating aviation risk information mobile user interfaces from knowledge graphs.,"Liang, Junli, Abgaz, Yalemisew, Brennan, Rob","27th AIAI Irish Conference on Artificial Intelligence and Cognitive Science, 5-6-Dec 2019, Galway, Ireland.",2019,"Junli Liang, Yalemisew Abgaz, Rob Brennan","Abgaz, Yalemisew, ORCID: 0000-0002-3887-5342, Brennan, Rob, ORCID: 0000-0001-8236-362X","Liang, Junli",,,Conference or Workshop Item (Paper),Conference,Yes,,,Linked Data; Templating engine; mobile apps;  SPARQL; UI generation; Aviation Safety Management Systems,UNSPECIFIED,DCU Faculties and Schools > Faculty of Engineering and Computing > School of Computing. Research Initiatives and Centres > ADAPT. ,This item is licensed under a Creative Commons Attribution-NonCommercial-Share Alike 3.0 License. View License,24655,19 Jun 2020 11:44 by  Vidatum Academic. Last Modified 19 Jun 2020 11:44,Proceedings for the 27th AIAI Irish Conference on Artificial Intelligence and Cognitive Science (2019).2563.  CEUR.WS.,CEUR.WS,http://ceur-ws.org/Vol-2563/aics_31.pdf,© 2019 The Authors,"Enterprise Ireland Commercialisation Fund (CF2018-2012), European Regional Development Fund under Ireland’s European Structural and Investment Funds Programme 2014-2020.",,,
Rob Brennan,Saffron: a data value assessment tool for quantifying the value of data assets.,"Attard, Judie, Debattista, Jeremy, Brennan, Rob","ISWC 2019: The International Semantic Web Conference, 26 - 30 Oct 2019, Aukland, New Zealand. (In Press)",2019,"Judie Attard, Jeremy Debattista, Rob Brennan","Attard, Judie, ORCID: 0000-0001-7507-1864, Debattista, Jeremy, ORCID: 0000-0002-5592-8936, Brennan, Rob, ORCID: 0000-0001-8236-362X",,,,Conference or Workshop Item (Poster),Conference,Yes,,,,UNSPECIFIED,DCU Faculties and Schools > Faculty of Engineering and Computing > School of Computing. Research Initiatives and Centres > ADAPT. ,This item is licensed under a Creative Commons Attribution-NonCommercial-Share Alike 3.0 License. View License,23802,25 Oct 2019 11:32 by  Thomas Murtagh. Last Modified 25 Oct 2019 11:32,,,,© 2019 The Authors,"EU Horizon 2020, through Marie Sklodowska-Curie grant agreement No. 713567, Science Foundation Ireland (SFI) Research Centres Programme (Grant 13/RC/2106)",,,
Rob Brennan,Creating a vocabulary for data privacy: the first-year report of data privacy vocabularies and controls community group (DPVCG).,"Pandit, Harshvardhan J., Polleres, Axel, Bos, Bert, Brennan, Rob, Bruegger, Bud, Ekaputra, Fajar J., Hamed, Ramisa Gachpaz, Kiesling, Elmar, Lizar, Mark, Schlehan, Eva, Steyskal, Simon, Wenning, Rigo","ODBASE 2019: The 18th International Conference on Ontologies, DataBases, and Applications of Semantics, 22-23 Oct 2019, Rhodes, Greece. (In Press)",2019,"Harshvardhan J. Pandit, Axel Polleres, Bert Bos, Rob Brennan, Bud Bruegger, Fajar J. Ekaputra, Ramisa Gachpaz Hamed, Elmar Kiesling, Mark Lizar, Eva Schlehan, Simon Steyskal, Rigo Wenning","Pandit, Harshvardhan J., ORCID: 0000-0002-5068-3714, Polleres, Axel, ORCID: 0000-0001-5670-1146, Brennan, Rob, ORCID: 0000-0001-8236-362X, Ekaputra, Fajar J., ORCID: 0000-0003-4569-2496, Kiesling, Elmar, ORCID: 0000-0002-7856-2113","Bos, Bert, Bruegger, Bud, Hamed, Ramisa Gachpaz, Lizar, Mark, Schlehan, Eva, Steyskal, Simon, Wenning, Rigo",,,Conference or Workshop Item (Paper),Conference,Yes,,,Privacy; GDPR;  Interoperability;  Semantic Web,UNSPECIFIED,DCU Faculties and Schools > Faculty of Engineering and Computing > School of Computing,This item is licensed under a Creative Commons Attribution-NonCommercial-Share Alike 3.0 License. View License,23801,21 Oct 2019 09:16 by  Thomas Murtagh. Last Modified 21 Oct 2019 09:16,"18th International Conference on Ontologies, DataBases, and Applications of Semantics, Proceedings. Lecture Notes in Computer Science (LNCS).  Springer Verlag.",Springer Verlag,,© 2019 The Authors,"European Union’s Horizon 2020 research and innovation programme under grant 73160, ADAPT Centre for Digital Excellence funded by SFI Research Centres Programme (Grant 13/RC/2106) and co-funded by European Regional Development Fund",,,
Rob Brennan,Creating a vocabulary for data privacy :  the first-year report of data privacy vocabularies and controls community group (DPVCG).,"Harshvardhan, J. Pandit, Polleres, Axel, Bos, Bert, Brennan, Rob, Bruegger, Bud, Ekaputra, Fajar J., Hamed, Ramisa Gachpaz, Kiesling, Elmar","ODBASE 2019: The 18th International Conference on Ontologies, DataBases, and Applications of Semantics, 22-23 Oct 2019, Rhodes, Greece",2019,"J. Pandit Harshvardhan, Axel Polleres, Bert Bos, Rob Brennan, Bud Bruegger, Fajar J. Ekaputra, Ramisa Gachpaz Hamed, Elmar Kiesling","Harshvardhan, J. Pandit, ORCID: 0000-0002-5068-3714, Polleres, Axel, ORCID: 0000-0001-5670-1146, Brennan, Rob, ORCID: 0000-0001-8236-362X, Ekaputra, Fajar J., ORCID: 0000-0003-4569-2496, Kiesling, Elmar, ORCID: 0000-0002-7856-2113","Bos, Bert, Bruegger, Bud, Hamed, Ramisa Gachpaz",978-3-030-33245-7,,Conference or Workshop Item (Paper),Conference,Yes,,,Privacy; GDPR; Interoperability; Semantic Web,UNSPECIFIED,DCU Faculties and Schools > Faculty of Engineering and Computing > School of Computing,This item is licensed under a Creative Commons Attribution-NonCommercial-Share Alike 3.0 License. View License,24658,19 Jun 2020 15:25 by  Vidatum Academic. Last Modified 19 Jun 2020 15:25,On the Move to Meaningful Internet Systems: OTM 2019 Conferences. Lecture Notes in Computer Science.  Springer. ISBN 978-3-030-33245-7,Springer,,© 2018 The Authors,Science Foundation Ireland,,12,24
Rob Brennan,An intelligent linked data quality dashboard.,"Vaidyambath, Ramneesh, Debattista, Jeremy, Srivatsa, Neha, Brennan, Rob","AICS 27th AIAI Irish Conference on Artificial Intelligence and Cognitive Science., 5-6 Sept 2019, Galway, Ireland.",2019,"Ramneesh Vaidyambath, Jeremy Debattista, Neha Srivatsa, Rob Brennan","Debattista, Jeremy, ORCID: 0000-0002-5592-8936, Brennan, Rob, ORCID: 0000-0001-8236-362X","Vaidyambath, Ramneesh, Srivatsa, Neha",,,Conference or Workshop Item (Paper),Conference,Yes,,,Linked Data; Data Quality Analysis; Root Cause Analysis,UNSPECIFIED,DCU Faculties and Schools > Faculty of Engineering and Computing > School of Computing. Research Initiatives and Centres > ADAPT. ,This item is licensed under a Creative Commons Attribution-NonCommercial-Share Alike 3.0 License. View License,24121,10 Jan 2020 13:06 by  Vidatum Academic. Last Modified 10 Jan 2020 13:06,Proceedings for the 27th AIAI Irish Conference on Artificial Intelligence and Cognitive Science..  CEUR-WS.,CEUR-WS,http://aics2019.datascienceinstitute.ie/papers/aics_32.pdf,© 2019 The Authors,"Science Foundation Ireland  (SFI) under Grant Number SFI/16/RC/3918 (Confirm), Science Foundation Ireland   SFI/12/RC/2289 P2 (Insight) co-funded by the European Regional Development Fund",,,
Rob Brennan,Is the LOD cloud at risk of becoming a museum for datasets? Looking ahead towards a fully collaborative and sustainable LOD cloud.,"Debattista, Jeremy, Attard, Judie, Brennan, Rob, O’Sullivan, Declan","Linked Data on the Web and its Relationship with Distributed Ledgers, 13-17 May 2019, San Francisco, USA",2019,"Jeremy Debattista, Judie Attard, Rob Brennan, Declan O’Sullivan","Debattista, Jeremy, ORCID: 0000-0002-5592-8936, Attard, Judie, ORCID: 0000-0001-7507-1864, Brennan, Rob, ORCID: 0000-0001-8236-362X, O’Sullivan, Declan, ORCID: 0000-0003-1090-3548",,978-1-4503-6675-5,,Conference or Workshop Item (Paper),Conference,Yes,,,"Linked Data; LOD cloud; metadata quality; data quality; sustainable
service",Computer Science > World Wide Web,UNSPECIFIED,,24657,19 Jun 2020 12:59 by  Vidatum Academic. Last Modified 19 Jun 2020 12:59,WWW '19: Companion Proceedings of The 2019 World Wide Web Conference..  Association for Computing Machinery (ACM). ISBN 978-1-4503-6675-5,Association for Computing Machinery (ACM),http://dx.doi.org/10.1145/3308560.3317075,© 2019 The Authors. CC-BY 4.0,"Irish Research Council Government of Ireland Postdoctoral Fellowship [project ID GOIPD/2017/1204, Horizon 2020 research and innovation programme under the Marie Sklodowska-Curie (EDGE) [grant agreement no. 713567], Science Foundation Ireland and co-funded by the European Regional Development Fund through the ADAPT Centre for Digital Content Technology [grant number 13/RC/2106].",,,
